id,name,vernacular_name,category,type,state_ut,district_city,latitude,longitude,asi_id,unesco_ref,dynasty_ruler,period_century,architectural_style,materials_construction,dimensions_area,sub_features_scannable,combat_historical_narrative,tactical_visiting_info,nearby_cluster,government_source,kaggle_sources,vision_class_label,photo_url
IND-ART-01,Harappan Bronze 'Dancing Girl',नर्तकी (Dancing Girl - Mohenjo-daro),National Museum Masterpiece,Prehistoric Lost-Wax Cast Bronze Sculpture,Delhi (National Museum),"Central Delhi, Janpath",28.6118,77.2193,National Museum Accession No. HR 5721/195,National Treasure of India (Global Icon),Indus Valley Civilization (Mature Harappan Phase),"c. 2500 BCE (4,500 years old)",Cire-Perdue (Lost-Wax) Bronze Metallurgical Casting,High-tin Bronze (Alloy of copper and tin with natural lead traces),Height: 10.5 cm (4.1 in); Width: 5 cm; Depth: 2.5 cm; Weight: approx. 332 grams,"Tribhanga (Tri-bent) Dynamic Posture, Left Arm laden with 25 bangles made of bone/terracotta, Right Arm resting boldly on hip, Elaborate Hair Coiffure coiled in bun, Cowrie Shell Amulet Necklace, Naturalistic elongated limbs","Excavated in 1926 by archaeologist Ernest J.H. Mackay at Mohenjo-daro (HR area). Archaeologist Sir Mortimer Wheeler wrote: 'There is her insolent little stance, she's about fifteen years old, but she stands there with her hands on her hips and her legs slightly forward, perfectly confident of herself and the world.' Proves that 4,500 years ago, Harappans mastered complex lost-wax metallurgical casting centuries before the Aegean civilizations.","Displayed in the Harappan Gallery, National Museum, Janpath, New Delhi. Open 10:00 AM to 06:00 PM (Closed Mondays). Museum photography allowed without flash.","India Gate (1 km), National Gallery of Modern Art (1.2 km), Rashtrapati Bhavan (2 km)","National Museum, New Delhi (Ministry of Culture, Govt of India)",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/Bronze_%22Dancing_Girl%2C%22_Mohenjo-daro%2C_c._2500_BC.jpg/960px-Bronze_%22Dancing_Girl%2C%22_Mohenjo-daro%2C_c._2500_BC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-02,Lion Capital of Ashoka (National Emblem of India),अशोक की सिंह चतुर्मुख स्तंभशीर्ष (Ashoka Lion Capital),National Museum Masterpiece,Polished Mauryan Monolithic Pillar Capital,Uttar Pradesh (Sarnath Archaeological Museum),"Varanasi District, Sarnath",25.3811,83.0232,ASI Museum Sarnath Acc. No. 544,"Adopted as National Emblem of India (Jan 26, 1950)",Maurya Empire (Emperor Ashoka the Great),c. 250 BCE (3rd Century BCE),Mauryan Court Art (High Glass-like Mirror Polish),Single monolithic block of fine-grained Chunar Sandstone,Height: 2.15 m (7.05 ft); Base Diameter: 0.9 m; Mirror polished abacus,"Four Asiatic Lions seated back-to-back facing cardinal directions, Abacus frieze with 4 animals (Elephant, Galloping Horse, Humped Bull, Lion), 24-Spoked Ashoka Chakra wheels separating animals, Inverted Bell-shaped Bell Lotus base","Originally crowned the 15-meter Ashokan Pillar at Deer Park in Sarnath, marking the exact spot where Gautama Buddha delivered his first sermon (Dharmachakra Pravartana). The four roaring lions symbolize the Dharma radiating fearless truth to all four corners of the universe. Adopted on 26 January 1950 as the official National Emblem of the Republic of India; the Ashoka Chakra adorns the center of the Indian National Flag.","Displayed at the Sarnath Archaeological Museum, Sarnath, Varanasi. Open 09:00 AM to 05:00 PM (Closed Fridays). Footwear covers provided.","Dhamek Stupa Sarnath (200m), Mulagandha Kuti Vihara (400m), Varanasi Ghats (10 km)",Archaeological Survey of India (Sarnath Museum) & Ministry of Culture,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Buddhist_Wheel_of_the_Law_surmounting_the_Lion_Capital_of_Ashoka--_best_fit_of_fragments_in_a_circle_at_the_Museum_of_Archaeology_Sarnath-outer_and_internal_diameters.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-03,Didarganj Yakshi (Chauri Bearer),दीदारगंज यक्षी (Didarganj Yakshi),National Museum Masterpiece,Life-Size Monolithic Polished Free-Standing Sculpture,Bihar (Bihar Museum),"Patna District, Patna",25.6111,85.1147,Bihar Museum Display No. 1,National Treasure of India,Maurya Empire / Early Shunga Period,3rd – 2nd Century BCE,Mauryan Imperial Monumental Sculpture with Luster Polish,Single block of buff-coloured Chunar Sandstone with exquisite Mauryan mirror glaze,"Height: 1.63 m (5 ft 4 in, 6 ft 4 in including pedestal); Carved completely in the round","Chauri (Fly-whisk) held in right hand, Intricate multi-strand beaded girdle (Mekhala) on waist, Heavy anklets and coiled necklaces, Translucent folds of pleated dhoti garment, Mirror-smooth lustrous polished surface","Unearthed in 1917 on the banks of the Ganges River at Didarganj near Patna by villagers who saw it protruding from the muddy riverbank. Celebrated internationally as the crowning masterpiece of ancient Indian figural sculpture. Her sensuous posture, anatomically precise proportions, and glass-like mirror polish demonstrate the miraculous lapidary techniques of Mauryan stone sculptors.","Displayed prominently in the Masterpiece Gallery of the world-class Bihar Museum, Bailey Road, Patna. Open 10:30 AM to 05:00 PM (Closed Mondays).","Patna Museum (2 km), Golghar (4 km), Kumhrar Mauryan Excavation Site (8 km)","Bihar Museum (Department of Art and Culture, Govt of Bihar)",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/Didarganj-Yakshi-3bc-Patna.jpg/960px-Didarganj-Yakshi-3bc-Patna.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-04,Chola Bronze Nataraja (Cosmic Dancer),நடராசர் வெண்கலச் சிலை (Chola Nataraja),National Museum Masterpiece,Cire-Perdue Lost-Wax Divine Bronze Masterpiece,Delhi & Tamil Nadu (National Museum / Government Museum Chennai),"Central Delhi / Egmore, Chennai",28.6118,77.2193,National Museum Acc. No. 56.124,Global Masterpiece of Indian Art,Imperial Chola Dynasty (Queen Sembiyan Mahadevi era),10th – 11th Century CE,Classical Chola Lost-Wax Bronze Metallurgy (Silpa Shastra canon),"Panchaloha / Ashtadhatu (Five to Eight Metal Bronze Alloy: Copper, Tin, Zinc, Lead, traces of Gold/Silver)",Height: 96 cm; Width: 83 cm; Prabhamandala arch with 32 flame tongues,"Ananda Tandava (Dance of Cosmic Bliss) pose, Right hand holding Damaru (Creation drum), Left hand holding Agni (Destruction flame), Lower right hand in Abhaya Mudra (Fearlessness), Right foot crushing demon Apasmara (Ignorance), Circular Flaming Prabha halo","Regarded by philosopher Ananda Coomaraswamy and astrophysicist Carl Sagan as one of the most profound metaphors for modern quantum physics and cosmic cycles of matter. Cast as a single solid piece using the lost-wax technique. Demonstrates the five divine activities (Panchakritya): Shrishti (Creation), Sthiti (Preservation), Samhara (Destruction), Tirobhava (Illusion), and Anugraha (Grace).","Displayed in Bronze Gallery, National Museum New Delhi and Bronze Gallery at Egmore Government Museum, Chennai. Open Tuesday to Sunday.","Government Museum Chennai (Egmore), National Museum New Delhi","National Museum New Delhi & Dept of Museums, Govt of Tamil Nadu",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Bronze_sculpt_NMND-6.JPG/960px-Bronze_sculpt_NMND-6.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-05,Mughal Imperial Chahar-Aina Armoured Cuirass,चार-आईना (Chahar-Aina / Four Mirrors Armor),Museum Armory & Edged Weapons,Composite Steel Plate Body Armor,Delhi (National Museum Arms Gallery),"Central Delhi, Janpath",28.6118,77.2193,Arms & Armor Collection Acc. No. 60.1179,Rare Combat Armour Collection,Mughal Empire (Emperor Akbar & Jahangir era),Late 16th – 17th Century CE,Indo-Persian Plate & Mail Metallurgy,"Crucible Damascus Steel (Wootz), 24k Gold Koftgari Calligraphic Inlay, Velvet quilted padding","Four curved plates (Front, Back, 2 Side Flanks); Height: 38 cm; Total Weight: approx. 6.2 kg","Four Interlocking Mirror Steel Plates, Gold Damascened Quranic Verses of Victory (Surah Al-Fath), Brass-riveted Hinges and Silk Straps, High-Carbon Watered Crucible Silk Wave Pattern","Named 'Chahar-Aina' (literally 'Four Mirrors') because its four polished steel plates reflected light like mirrors, conceptually deflecting the evil eye and enemy arrows. Worn over a coat of fine riveted chainmail (Zirah). Capable of withstanding direct sword slashes and early lead matchlock musket balls at distance.","Displayed in the dedicated Arms and Armour Gallery, Ground Floor, National Museum, Janpath, New Delhi.","India Gate, Rashtrapati Bhavan, National Archives of India","National Museum, New Delhi (Arms & Armour Division)",pranavgautam29/indian-historical-monuments,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Antique_Indian_char-aina_%28chahar-aina%29%2C_kulah_khud_and_madu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
IND-ART-06,Tipu Sultan's Wootz Steel 'Tiger of Mysore' Bedchamber Sword,टीपू सुल्तान की शमशीर (Tipu Sultan's Sword),Museum Armory & Edged Weapons,Royal Crucible Steel Combat Talwar / Shamshir,Delhi (National Museum / ASI Red Fort Museum),"Central Delhi, Old Delhi & Janpath",28.6118,77.2193,National Museum / ASI Memorial Acc. No. 58.42/1,National Historic Treasure,"Kingdom of Mysore (Tipu Sultan, the Tiger of Mysore)",1782 – 1799 CE (Late 18th Century),Deccani Wootz Steel Metallurgical Craftsmanship,"Indian Wootz Crucible High-Carbon Steel (Ukkul), Gold Calligraphy Inlay, Tiger-stripe Damascening",Blade Length: 84 cm (33 in); Weight: 1.15 kg; Curved single-edged razor profile,"Curved Wootz Steel Blade with Carbon-Nanotube Microcrystalline Banding, Solid Gold Tiger-Head Pommel, Quillon terminals shaped like snarling tigers, Calligraphic Gold Inscription invoking 'Shamshir-e-Ali' (Sword of Ali)","Recovered from Tipu Sultan's personal bedchamber in the fortress of Srirangapatna following the Fourth Anglo-Mysore War on May 4, 1799. Made from pure South Indian Wootz steel, which was smelted in sealed clay crucibles in Kodumanal and Golconda, containing microscopic iron carbide nanotubes that gave the blade legendary sharpness capable of slicing cleanly through European iron helmets.","Arms and Armour Gallery, National Museum New Delhi and ASI Mumtaz Mahal Museum, Red Fort.","Red Fort, Daryaganj, National Museum",National Museum New Delhi & Archaeological Survey of India,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Haidar_Ali_and_Tipu_Sultan_and_the_struggle_with_the_Musalman_powers_of_the_South_%28IA_haidaralitipusul00bowriala%29.pdf/page1-500px-Haidar_Ali_and_Tipu_Sultan_and_the_struggle_with_the_Musalman_powers_of_the_South_%28IA_haidaralitipusul00bowriala%29.pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-07,Maratha Wagh Nakh (Tiger Claws Concealed Weapon),वाघनख (Chhatrapati Shivaji's Wagh Nakh),Museum Armory & Edged Weapons,Concealed Hand-to-Hand Combat Weapon,Maharashtra (CSMVS Mumbai / Central Museum Satara),Mumbai / Satara District,18.9269,72.8327,CSMVS Historic Weapons Register No. WN-1659,State Icon of Maratha Chivalry,Maratha Empire (Chhatrapati Shivaji Maharaj),1659 CE (17th Century),Indigenous Maratha Close-Quarter Weapon Design,"Forged High-Carbon Iron & Steel, Dual Ring finger retainers",Width across crossbar: 9 cm; 4 Razor-sharp curved iron talons (Length: 5.5 cm each),"Four Sharp Curved Steel Claws, Two Outer Finger Rings for thumb and pinky concealment in palm, Crossbar plate hidden inside clenched fist, Bichuwa (Scorpion) dagger slot","Famously used by Chhatrapati Shivaji Maharaj during the historic encounter at the foothills of Pratapgad Fort on November 10, 1659. When the towering Bijapur general Afzal Khan attempted to crush Shivaji in an embrace, Shivaji slashed Khan with the concealed Wagh Nakh hidden within his left palm and finished him with a Bichuwa dagger, turning the tide of Maratha history.","Displayed at Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (CSMVS), Fort, Mumbai and Satara Chhatrapati Shivaji Museum on loan from the Victoria and Albert Museum London.","Gateway of India (300m), Colaba, Jehangir Art Gallery (opposite)","Department of Archaeology & Cultural Affairs, Government of Maharashtra",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Bagh_nakh_%28tiger_claw%29%2C_western_India%2C_1700s-1800s_-_Higgins_Armory_Museum_-_DSC05600.JPG/960px-Bagh_nakh_%28tiger_claw%29%2C_western_India%2C_1700s-1800s_-_Higgins_Armory_Museum_-_DSC05600.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-08,Noor Jahan's White Nephrite Jade Hilt Dagger,नूरजहाँ की खंजर (Noor Jahan's Jade Dagger),National Museum Masterpiece,Mughal Imperial Royal Dagger (Khanjar),"Telangana (Salar Jung Museum, Hyderabad)","Hyderabad District, Dar-ul-Shifa",17.3713,78.4804,SJM Accession No. 42-XXX/Arms,National Masterpiece Collection,Mughal Empire (Empress Noor Jahan & Emperor Jahangir),c. 1615 – 1625 CE (17th Century),Imperial Mughal Hardstone Lapidary & Wootz Metallurgy,"Pure White Nephrite (Kashgar Jade), Indian Wootz Watered Steel Blade, Inlaid Rubies and Emeralds in 24k Pure Gold (Kundan setting)",Total Length: 32.5 cm; Blade Length: 20.5 cm; Curved double-edged profile with reinforced armor-piercing tip,"Translucent White Jade Pistol-Grip Hilt carved with acanthus leaves, Gold-inlaid Floral Tendrils with inset Rubies, Double-edged curved watered steel blade with central fuller groove, Velvet-covered wooden sheath with pierced gold chape","Belonged to Empress Noor Jahan, the powerful co-ruler of the Mughal Empire under Emperor Jahangir. Carved from a single flawless block of Khotan nephrite jade imported via the Silk Route. Indian hardstone carvers were renowned for drilling, abrading, and polishing jade using corundum slurry, inlaying precious gemstones into cold jade using pure pliable 24k gold leaf ribbons.","Displayed in the Jade Room (Room No. 16), Western Wing, Salar Jung Museum, Hyderabad. Open 10:00 AM to 05:00 PM (Closed Fridays).","Charminar (1.5 km), Chowmahalla Palace (2 km), High Court of Telangana (500m)","Salar Jung Museum Board (Ministry of Culture, Government of India)",pranavgautam29/indian-historical-monuments,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Dagger_2_of_Aurangzeb_from_17th_Century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
IND-ART-09,Mughal Elephant Combat Armor (Gaj Charma),गज चर्म (Mughal Elephant Armor),Museum Armory & Edged Weapons,Complete Heavy War-Elephant Armor Suit,Delhi & Rajasthan (National Museum / Mehrangarh Museum),Central Delhi / Jodhpur,28.6118,77.2193,National Museum Acc. No. 62.450,World's Largest Historic Animal Armor,Mughal Empire / Rajput Kingdoms,16th – 17th Century CE,Heavy Combat Plate-and-Mail Equine/Pachyderm Armor,"5,840 Steel and Brass Interlocking Plates connected by 8,000 Mail Rings, Lined with thick felt and padded quilted canvas","Complete suit weight: approx. 118 kg (260 lbs); Covers entire forehead, trunk, ears, flanks, and hindquarters of a full-grown battle elephant","Articulated Steel Forehead Shaffron with brass rosette medallions, Throat Defense (Throat guard), Flank Curtains (Side bards) with riveted steel lames, Armored Ear flaps, Steel Trunk guards","War elephants functioned as the heavy armored battle tanks of the medieval Indian battlefield. The full suit protected the beast from enemy musket balls, crossbow bolts, and pike charges. Elephants wearing this armor also held 3-foot curved steel swords attached to their tusks to smash enemy infantry formations.","Displayed on life-size fiber elephant models in the Central Rotunda of the Arms & Armour Gallery, National Museum, New Delhi, and Mehrangarh Fort Armory, Jodhpur.","National Museum New Delhi, Mehrangarh Fort Jodhpur",National Museum New Delhi & Mehrangarh Museum Trust,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/A_brief_history_of_medi%C3%A6val_and_modern_peoples_%28IA_briefhistoryofme00stee%29.pdf/page1-500px-A_brief_history_of_medi%C3%A6val_and_modern_peoples_%28IA_briefhistoryofme00stee%29.pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-10,Veiled Rebecca Marble Sculpture,घूंघट में रेबेका (Veiled Rebecca),National Museum Masterpiece,Italian Neoclassical Translucent Marble Masterpiece,"Telangana (Salar Jung Museum, Hyderabad)","Hyderabad District, Dar-ul-Shifa",17.3713,78.4804,SJM European Statuary Reg. No. 1876-BZ,"Acquired by Salar Jung I in Rome, 1876",Sculpted by Italian Master Giovanni Battista Benzoni,1876 CE (19th Century),Neoclassical Marble Illusionist Carving,Single monolithic block of Pure White Italian Carrara Marble,Height: 167 cm; Life-size standing maiden on round marble pedestal,"Translucent Stone Veil (Appears completely transparent revealing underlying facial features, hair, and gaze), Intricate Embroidered Veil Border, Realistic fabric folds draped across shoulders, Elegant poise with water jar at base","Considered an unmatched optical illusion carved into solid stone. Italian sculptor G.B. Benzoni carved the veil so thin and delicate that the stone appears transparent, revealing the facial contours beneath. Acquired in Rome in 1876 by Mir Turab Ali Khan (Salar Jung I), Prime Minister of the Nizam of Hyderabad. One of only four known originals by Benzoni in the entire world.","Displayed in the Founders Gallery / European Marble Room, Salar Jung Museum, Hyderabad. Museum open 10:00 AM to 05:00 PM (Closed Fridays).","Charminar (1.5 km), Salar Jung Clock Tower, Chowmahalla Palace","Salar Jung Museum Board (Ministry of Culture, Government of India)",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/Melody_In_Marble%2C_Veiled_Rebecca_at_Salar_jung_Museum%2C_Hyderabad%2C_India.jpg/960px-Melody_In_Marble%2C_Veiled_Rebecca_at_Salar_jung_Museum%2C_Hyderabad%2C_India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
